run_id,merge_num,M,depth,copies_used,N_so_far,noise,mode,p,p_channel,P_success,grover_iters,twirling_applied,fidelity,eps_L,purity,bloch_r
M1_N4_dephase_z_iid_p_p0.01000_twirl,1,1,1,2,1,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N4_dephase_z_iid_p_p0.01000_twirl,2,1,1,2,3,dephase_z,iid_p,0.01,0.01,0.9949999999999996,0,True,0.9974874371859292,0.0025125628140703,0.9949875003156484,0.9949748743718592
M1_N4_dephase_z_iid_p_p0.01000_twirl,3,1,2,4,2,dephase_z,iid_p,0.01,0.01,0.9962062864570296,0,True,0.9980830555766772,0.0019169444233225,0.9961734605051992,0.9961661111533548
M1_N4_dephase_z_iid_p_p0.10000_twirl,1,1,1,2,1,dephase_z,iid_p,0.1,0.1,0.9099999999999993,0,True,0.9395604395604396,0.0604395604395602,0.8864267600531338,0.8791208791208792
M1_N4_dephase_z_iid_p_p0.10000_twirl,2,1,1,2,3,dephase_z,iid_p,0.1,0.1,0.9499999999999992,0,True,0.9736842105263156,0.026315789473684,0.9487534626038782,0.9473684210526316
M1_N4_dephase_z_iid_p_p0.10000_twirl,3,1,2,4,2,dephase_z,iid_p,0.1,0.1,0.9582128397917868,0,True,0.9765353855439866,0.0234646144560131,0.9541719473511122,0.9530707710879734
M1_N4_dephase_z_iid_p_p0.20000_twirl,1,1,1,2,1,dephase_z,iid_p,0.2,0.2,0.8399999999999993,0,True,0.857142857142857,0.1428571428571426,0.7551020408163266,0.7142857142857144
M1_N4_dephase_z_iid_p_p0.20000_twirl,2,1,1,2,3,dephase_z,iid_p,0.2,0.2,0.8999999999999992,0,True,0.9444444444444444,0.0555555555555553,0.8950617283950619,0.8888888888888891
M1_N4_dephase_z_iid_p_p0.20000_twirl,3,1,2,4,2,dephase_z,iid_p,0.2,0.2,0.9087301587301584,0,True,0.9410480349344978,0.0589519650655019,0.8890467382391642,0.8820960698689959
M1_N4_dephase_z_iid_p_p0.30000_twirl,1,1,1,2,1,dephase_z,iid_p,0.3,0.3,0.7899999999999997,0,True,0.7531645569620251,0.2468354430379745,0.6281845858035572,0.5063291139240507
M1_N4_dephase_z_iid_p_p0.30000_twirl,2,1,1,2,3,dephase_z,iid_p,0.3,0.3,0.8499999999999996,0,True,0.9117647058823528,0.0882352941176469,0.8391003460207614,0.8235294117647058
M1_N4_dephase_z_iid_p_p0.30000_twirl,3,1,2,4,2,dephase_z,iid_p,0.3,0.3,0.8542442293373043,0,True,0.8891915449989101,0.1108084550010894,0.8029401173972777,0.7783830899978208
M1_N4_dephase_z_iid_p_p0.40000_twirl,1,1,1,2,1,dephase_z,iid_p,0.4,0.4,0.7599999999999997,0,True,0.6315789473684209,0.3684210526315788,0.5346260387811634,0.2631578947368421
M1_N4_dephase_z_iid_p_p0.40000_twirl,2,1,1,2,3,dephase_z,iid_p,0.4,0.4,0.7999999999999996,0,True,0.875,0.1249999999999998,0.7812500000000002,0.7500000000000002
M1_N4_dephase_z_iid_p_p0.40000_twirl,3,1,2,4,2,dephase_z,iid_p,0.4,0.4,0.7993421052631577,0,True,0.8168724279835389,0.1831275720164608,0.7008162712323662,0.6337448559670782
M1_N4_dephase_z_iid_p_p0.50000_twirl,1,1,1,2,1,dephase_z,iid_p,0.5,0.5,0.75,0,True,0.4999999999999999,0.4999999999999999,0.4999999999999999,1.8503717077085936e-16
M1_N4_dephase_z_iid_p_p0.50000_twirl,2,1,1,2,3,dephase_z,iid_p,0.5,0.5,0.75,0,True,0.833333333333333,0.1666666666666665,0.7222222222222221,0.6666666666666666
M1_N4_dephase_z_iid_p_p0.50000_twirl,3,1,2,4,2,dephase_z,iid_p,0.5,0.5,0.7499999999999996,0,True,0.7222222222222221,0.2777777777777776,0.5987654320987653,0.4444444444444445
M1_N4_dephase_z_iid_p_p0.60000_twirl,1,1,1,2,1,dephase_z,iid_p,0.6,0.6,0.7599999999999997,0,True,0.3684210526315788,0.631578947368421,0.5346260387811634,0.2631578947368421
M1_N4_dephase_z_iid_p_p0.60000_twirl,2,1,1,2,3,dephase_z,iid_p,0.6,0.6,0.6999999999999997,0,True,0.7857142857142854,0.2142857142857142,0.6632653061224488,0.5714285714285714
M1_N4_dephase_z_iid_p_p0.60000_twirl,3,1,2,4,2,dephase_z,iid_p,0.6,0.6,0.7124060150375935,0,True,0.6081794195250658,0.3918205804749339,0.5234055736175605,0.2163588390501319
M1_N4_dephase_z_iid_p_p0.70000_twirl,1,1,1,2,1,dephase_z,iid_p,0.7,0.7,0.7899999999999999,0,True,0.2468354430379747,0.7531645569620251,0.6281845858035572,0.5063291139240504
M1_N4_dephase_z_iid_p_p0.70000_twirl,2,1,1,2,3,dephase_z,iid_p,0.7,0.7,0.65,0,True,0.7307692307692307,0.269230769230769,0.6065088757396451,0.4615384615384616
M1_N4_dephase_z_iid_p_p0.70000_twirl,3,1,2,4,2,dephase_z,iid_p,0.7,0.7,0.6915774099318401,0,True,0.4838085181274199,0.5161914818725799,0.5005243281704601,0.0323829637451599
M1_N4_dephase_z_iid_p_p0.80000_twirl,1,1,1,2,1,dephase_z,iid_p,0.8,0.8,0.8399999999999993,0,True,0.1428571428571427,0.8571428571428571,0.7551020408163266,0.7142857142857144
M1_N4_dephase_z_iid_p_p0.80000_twirl,2,1,1,2,3,dephase_z,iid_p,0.8,0.8,0.5999999999999994,0,True,0.6666666666666665,0.3333333333333332,0.5555555555555558,0.3333333333333333
M1_N4_dephase_z_iid_p_p0.80000_twirl,3,1,2,4,2,dephase_z,iid_p,0.8,0.8,0.6904761904761902,0,True,0.3620689655172412,0.6379310344827586,0.5380499405469679,0.2758620689655174
M1_N4_dephase_z_iid_p_p0.90000_twirl,1,1,1,2,1,dephase_z,iid_p,0.9,0.9,0.9099999999999993,0,True,0.0604395604395604,0.9395604395604394,0.8864267600531338,0.8791208791208791
M1_N4_dephase_z_iid_p_p0.90000_twirl,2,1,1,2,3,dephase_z,iid_p,0.9,0.9,0.5499999999999996,0,True,0.5909090909090908,0.4090909090909089,0.5165289256198345,0.1818181818181818
M1_N4_dephase_z_iid_p_p0.90000_twirl,3,1,2,4,2,dephase_z,iid_p,0.9,0.9,0.7100399600399597,0,True,0.2544846992613436,0.7455153007386561,0.6205555257935855,0.4910306014773126
M1_N8_dephase_z_iid_p_p0.01000_twirl,1,1,1,2,1,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N8_dephase_z_iid_p_p0.01000_twirl,2,1,1,2,3,dephase_z,iid_p,0.01,0.01,0.9949999999999996,0,True,0.9974874371859292,0.0025125628140703,0.9949875003156484,0.9949748743718592
M1_N8_dephase_z_iid_p_p0.01000_twirl,3,1,2,4,2,dephase_z,iid_p,0.01,0.01,0.9962062864570296,0,True,0.9980830555766772,0.0019169444233225,0.9961734605051992,0.9961661111533548
M1_N8_dephase_z_iid_p_p0.01000_twirl,4,1,1,2,5,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N8_dephase_z_iid_p_p0.01000_twirl,5,1,1,2,7,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N8_dephase_z_iid_p_p0.01000_twirl,6,1,2,4,6,dephase_z,iid_p,0.01,0.01,0.9949255201487144,0,True,0.9974236714990692,0.0025763285009307,0.9948606179352276,0.9948473429981384
M1_N8_dephase_z_iid_p_p0.01000_twirl,7,1,3,8,4,dephase_z,iid_p,0.01,0.01,0.9977583022164254,0,True,0.9988716830841308,0.0011283169158689,0.9977459123663872,0.997743366168262
M1_N8_dephase_z_iid_p_p0.10000_twirl,1,1,1,2,1,dephase_z,iid_p,0.1,0.1,0.9099999999999993,0,True,0.9395604395604396,0.0604395604395602,0.8864267600531338,0.8791208791208792
M1_N8_dephase_z_iid_p_p0.10000_twirl,2,1,1,2,3,dephase_z,iid_p,0.1,0.1,0.9499999999999992,0,True,0.9736842105263156,0.026315789473684,0.9487534626038782,0.9473684210526316
M1_N8_dephase_z_iid_p_p0.10000_twirl,3,1,2,4,2,dephase_z,iid_p,0.1,0.1,0.9582128397917868,0,True,0.9765353855439866,0.0234646144560131,0.9541719473511122,0.9530707710879734
M1_N8_dephase_z_iid_p_p0.10000_twirl,4,1,1,2,5,dephase_z,iid_p,0.1,0.1,0.9099999999999993,0,True,0.9395604395604396,0.0604395604395602,0.8864267600531338,0.8791208791208792
M1_N8_dephase_z_iid_p_p0.10000_twirl,5,1,1,2,7,dephase_z,iid_p,0.1,0.1,0.9099999999999993,0,True,0.9395604395604396,0.0604395604395602,0.8864267600531337,0.8791208791208792
M1_N8_dephase_z_iid_p_p0.10000_twirl,6,1,2,4,6,dephase_z,iid_p,0.1,0.1,0.9432133800265664,0,True,0.9660243894632394,0.0339756105367601,0.9343574631491708,0.9320487789264796
M1_N8_dephase_z_iid_p_p0.10000_twirl,7,1,3,8,4,dephase_z,iid_p,0.1,0.1,0.9720771121057656,0,True,0.9848173891088754,0.0151826108911243,0.9700958015646935,0.9696347782177512
M1_N8_dephase_z_iid_p_p0.20000_twirl,1,1,1,2,1,dephase_z,iid_p,0.2,0.2,0.8399999999999993,0,True,0.857142857142857,0.1428571428571426,0.7551020408163266,0.7142857142857144
M1_N8_dephase_z_iid_p_p0.20000_twirl,2,1,1,2,3,dephase_z,iid_p,0.2,0.2,0.8999999999999992,0,True,0.9444444444444444,0.0555555555555553,0.8950617283950619,0.8888888888888891
M1_N8_dephase_z_iid_p_p0.20000_twirl,3,1,2,4,2,dephase_z,iid_p,0.2,0.2,0.9087301587301584,0,True,0.9410480349344978,0.0589519650655019,0.8890467382391642,0.8820960698689959
M1_N8_dephase_z_iid_p_p0.20000_twirl,4,1,1,2,5,dephase_z,iid_p,0.2,0.2,0.8399999999999993,0,True,0.857142857142857,0.1428571428571426,0.7551020408163266,0.7142857142857144
M1_N8_dephase_z_iid_p_p0.20000_twirl,5,1,1,2,7,dephase_z,iid_p,0.2,0.2,0.8399999999999994,0,True,0.8571428571428571,0.1428571428571426,0.7551020408163267,0.7142857142857145
M1_N8_dephase_z_iid_p_p0.20000_twirl,6,1,2,4,6,dephase_z,iid_p,0.2,0.2,0.8775510204081629,0,True,0.9069767441860466,0.0930232558139532,0.8312601406165497,0.8139534883720934
M1_N8_dephase_z_iid_p_p0.20000_twirl,7,1,3,8,4,dephase_z,iid_p,0.2,0.2,0.9294962932872952,0,True,0.9561743738220752,0.0438256261779244,0.9161901186639252,0.9123487476441507
M1_N8_dephase_z_iid_p_p0.30000_twirl,1,1,1,2,1,dephase_z,iid_p,0.3,0.3,0.7899999999999997,0,True,0.7531645569620251,0.2468354430379745,0.6281845858035572,0.5063291139240507
M1_N8_dephase_z_iid_p_p0.30000_twirl,2,1,1,2,3,dephase_z,iid_p,0.3,0.3,0.8499999999999996,0,True,0.9117647058823528,0.0882352941176469,0.8391003460207614,0.8235294117647058
M1_N8_dephase_z_iid_p_p0.30000_twirl,3,1,2,4,2,dephase_z,iid_p,0.3,0.3,0.8542442293373043,0,True,0.8891915449989101,0.1108084550010894,0.8029401173972777,0.7783830899978208
M1_N8_dephase_z_iid_p_p0.30000_twirl,4,1,1,2,5,dephase_z,iid_p,0.3,0.3,0.7899999999999997,0,True,0.7531645569620251,0.2468354430379745,0.6281845858035572,0.5063291139240507
M1_N8_dephase_z_iid_p_p0.30000_twirl,5,1,1,2,7,dephase_z,iid_p,0.3,0.3,0.7899999999999996,0,True,0.7531645569620252,0.2468354430379745,0.6281845858035572,0.5063291139240508
M1_N8_dephase_z_iid_p_p0.30000_twirl,6,1,2,4,6,dephase_z,iid_p,0.3,0.3,0.8140922929017782,0,True,0.8109777099837622,0.1890222900162376,0.6934142722134901,0.6219554199675246
M1_N8_dephase_z_iid_p_p0.30000_twirl,7,1,3,8,4,dephase_z,iid_p,0.3,0.3,0.8710298954088032,0,True,0.9019203351533988,0.0980796648466009,0.8230799116196411,0.803840670306798
M1_N8_dephase_z_iid_p_p0.40000_twirl,1,1,1,2,1,dephase_z,iid_p,0.4,0.4,0.7599999999999997,0,True,0.6315789473684209,0.3684210526315788,0.5346260387811634,0.2631578947368421
M1_N8_dephase_z_iid_p_p0.40000_twirl,2,1,1,2,3,dephase_z,iid_p,0.4,0.4,0.7999999999999996,0,True,0.875,0.1249999999999998,0.7812500000000002,0.7500000000000002
M1_N8_dephase_z_iid_p_p0.40000_twirl,3,1,2,4,2,dephase_z,iid_p,0.4,0.4,0.7993421052631577,0,True,0.8168724279835389,0.1831275720164608,0.7008162712323662,0.6337448559670782
M1_N8_dephase_z_iid_p_p0.40000_twirl,4,1,1,2,5,dephase_z,iid_p,0.4,0.4,0.7599999999999997,0,True,0.6315789473684209,0.3684210526315788,0.5346260387811634,0.2631578947368421
M1_N8_dephase_z_iid_p_p0.40000_twirl,5,1,1,2,7,dephase_z,iid_p,0.4,0.4,0.7599999999999997,0,True,0.631578947368421,0.3684210526315788,0.5346260387811634,0.2631578947368421
M1_N8_dephase_z_iid_p_p0.40000_twirl,6,1,2,4,6,dephase_z,iid_p,0.4,0.4,0.7673130193905814,0,True,0.671480144404332,0.3285198555956677,0.5588108798498612,0.3429602888086643
M1_N8_dephase_z_iid_p_p0.40000_twirl,7,1,3,8,4,dephase_z,iid_p,0.4,0.4,0.8043373297083682,0,True,0.803574479481721,0.1964255205182786,0.6843149291851959,0.6071489589634425
M1_N8_dephase_z_iid_p_p0.50000_twirl,1,1,1,2,1,dephase_z,iid_p,0.5,0.5,0.75,0,True,0.4999999999999999,0.4999999999999999,0.4999999999999999,1.8503717077085936e-16
M1_N8_dephase_z_iid_p_p0.50000_twirl,2,1,1,2,3,dephase_z,iid_p,0.5,0.5,0.75,0,True,0.833333333333333,0.1666666666666665,0.7222222222222221,0.6666666666666666
M1_N8_dephase_z_iid_p_p0.50000_twirl,3,1,2,4,2,dephase_z,iid_p,0.5,0.5,0.7499999999999996,0,True,0.7222222222222221,0.2777777777777776,0.5987654320987653,0.4444444444444445
M1_N8_dephase_z_iid_p_p0.50000_twirl,4,1,1,2,5,dephase_z,iid_p,0.5,0.5,0.75,0,True,0.4999999999999999,0.4999999999999999,0.4999999999999999,1.8503717077085936e-16
M1_N8_dephase_z_iid_p_p0.50000_twirl,5,1,1,2,7,dephase_z,iid_p,0.5,0.5,0.75,0,True,0.4999999999999999,0.4999999999999999,0.5,2.96059473233375e-16
M1_N8_dephase_z_iid_p_p0.50000_twirl,6,1,2,4,6,dephase_z,iid_p,0.5,0.5,0.7499999999999996,0,True,0.4999999999999999,0.4999999999999999,0.5,2.960594732333751e-16
M1_N8_dephase_z_iid_p_p0.50000_twirl,7,1,3,8,4,dephase_z,iid_p,0.5,0.5,0.7499999999999996,0,True,0.6481481481481481,0.3518518518518517,0.5438957475994515,0.2962962962962964
M1_N8_dephase_z_iid_p_p0.60000_twirl,1,1,1,2,1,dephase_z,iid_p,0.6,0.6,0.7599999999999997,0,True,0.3684210526315788,0.631578947368421,0.5346260387811634,0.2631578947368421
M1_N8_dephase_z_iid_p_p0.60000_twirl,2,1,1,2,3,dephase_z,iid_p,0.6,0.6,0.6999999999999997,0,True,0.7857142857142854,0.2142857142857142,0.6632653061224488,0.5714285714285714
M1_N8_dephase_z_iid_p_p0.60000_twirl,3,1,2,4,2,dephase_z,iid_p,0.6,0.6,0.7124060150375935,0,True,0.6081794195250658,0.3918205804749339,0.5234055736175605,0.2163588390501319
M1_N8_dephase_z_iid_p_p0.60000_twirl,4,1,1,2,5,dephase_z,iid_p,0.6,0.6,0.7599999999999997,0,True,0.3684210526315788,0.631578947368421,0.5346260387811634,0.2631578947368421
M1_N8_dephase_z_iid_p_p0.60000_twirl,5,1,1,2,7,dephase_z,iid_p,0.6,0.6,0.7599999999999997,0,True,0.3684210526315788,0.631578947368421,0.5346260387811634,0.2631578947368421
M1_N8_dephase_z_iid_p_p0.60000_twirl,6,1,2,4,6,dephase_z,iid_p,0.6,0.6,0.7673130193905814,0,True,0.3285198555956677,0.6714801444043321,0.5588108798498612,0.3429602888086643
M1_N8_dephase_z_iid_p_p0.60000_twirl,7,1,3,8,4,dephase_z,iid_p,0.6,0.6,0.7314493775182646,0,True,0.456729250974251,0.5432707490257489,0.5037447154424987,0.0865414980514978
M1_N8_dephase_z_iid_p_p0.70000_twirl,1,1,1,2,1,dephase_z,iid_p,0.7,0.7,0.7899999999999999,0,True,0.2468354430379747,0.7531645569620251,0.6281845858035572,0.5063291139240504
M1_N8_dephase_z_iid_p_p0.70000_twirl,2,1,1,2,3,dephase_z,iid_p,0.7,0.7,0.65,0,True,0.7307692307692307,0.269230769230769,0.6065088757396451,0.4615384615384616
M1_N8_dephase_z_iid_p_p0.70000_twirl,3,1,2,4,2,dephase_z,iid_p,0.7,0.7,0.6915774099318401,0,True,0.4838085181274199,0.5161914818725799,0.5005243281704601,0.0323829637451599
M1_N8_dephase_z_iid_p_p0.70000_twirl,4,1,1,2,5,dephase_z,iid_p,0.7,0.7,0.7899999999999999,0,True,0.2468354430379747,0.7531645569620251,0.6281845858035572,0.5063291139240504
M1_N8_dephase_z_iid_p_p0.70000_twirl,5,1,1,2,7,dephase_z,iid_p,0.7,0.7,0.79,0,True,0.2468354430379746,0.7531645569620251,0.6281845858035568,0.5063291139240504
M1_N8_dephase_z_iid_p_p0.70000_twirl,6,1,2,4,6,dephase_z,iid_p,0.7,0.7,0.8140922929017782,0,True,0.1890222900162378,0.8109777099837621,0.6934142722134897,0.6219554199675243
M1_N8_dephase_z_iid_p_p0.70000_twirl,7,1,3,8,4,dephase_z,iid_p,0.7,0.7,0.755035189953978,0,True,0.2833417592918523,0.7166582407081477,0.5938815865334994,0.4333164814162954
M1_N8_dephase_z_iid_p_p0.80000_twirl,1,1,1,2,1,dephase_z,iid_p,0.8,0.8,0.8399999999999993,0,True,0.1428571428571427,0.8571428571428571,0.7551020408163266,0.7142857142857144
M1_N8_dephase_z_iid_p_p0.80000_twirl,2,1,1,2,3,dephase_z,iid_p,0.8,0.8,0.5999999999999994,0,True,0.6666666666666665,0.3333333333333332,0.5555555555555558,0.3333333333333333
M1_N8_dephase_z_iid_p_p0.80000_twirl,3,1,2,4,2,dephase_z,iid_p,0.8,0.8,0.6904761904761902,0,True,0.3620689655172412,0.6379310344827586,0.5380499405469679,0.2758620689655174
M1_N8_dephase_z_iid_p_p0.80000_twirl,4,1,1,2,5,dephase_z,iid_p,0.8,0.8,0.8399999999999993,0,True,0.1428571428571427,0.8571428571428571,0.7551020408163266,0.7142857142857144
M1_N8_dephase_z_iid_p_p0.80000_twirl,5,1,1,2,7,dephase_z,iid_p,0.8,0.8,0.8399999999999992,0,True,0.1428571428571427,0.8571428571428571,0.7551020408163267,0.7142857142857144
M1_N8_dephase_z_iid_p_p0.80000_twirl,6,1,2,4,6,dephase_z,iid_p,0.8,0.8,0.8775510204081629,0,True,0.0930232558139534,0.9069767441860466,0.8312601406165496,0.8139534883720931
M1_N8_dephase_z_iid_p_p0.80000_twirl,7,1,3,8,4,dephase_z,iid_p,0.8,0.8,0.806134723336006,0,True,0.1620243720467544,0.8379756279532454,0.7284550501807814,0.6759512559064911
M1_N8_dephase_z_iid_p_p0.90000_twirl,1,1,1,2,1,dephase_z,iid_p,0.9,0.9,0.9099999999999993,0,True,0.0604395604395604,0.9395604395604394,0.8864267600531338,0.8791208791208791
M1_N8_dephase_z_iid_p_p0.90000_twirl,2,1,1,2,3,dephase_z,iid_p,0.9,0.9,0.5499999999999996,0,True,0.5909090909090908,0.4090909090909089,0.5165289256198345,0.1818181818181818
M1_N8_dephase_z_iid_p_p0.90000_twirl,3,1,2,4,2,dephase_z,iid_p,0.9,0.9,0.7100399600399597,0,True,0.2544846992613436,0.7455153007386561,0.6205555257935855,0.4910306014773126
M1_N8_dephase_z_iid_p_p0.90000_twirl,4,1,1,2,5,dephase_z,iid_p,0.9,0.9,0.9099999999999993,0,True,0.0604395604395604,0.9395604395604394,0.8864267600531338,0.8791208791208791
M1_N8_dephase_z_iid_p_p0.90000_twirl,5,1,1,2,7,dephase_z,iid_p,0.9,0.9,0.9099999999999993,0,True,0.0604395604395605,0.9395604395604392,0.8864267600531336,0.879120879120879
M1_N8_dephase_z_iid_p_p0.90000_twirl,6,1,2,4,6,dephase_z,iid_p,0.9,0.9,0.9432133800265664,0,True,0.0339756105367602,0.9660243894632397,0.9343574631491705,0.9320487789264792
M1_N8_dephase_z_iid_p_p0.90000_twirl,7,1,3,8,4,dephase_z,iid_p,0.9,0.9,0.8644161181306155,0,True,0.0884275667252307,0.9115724332747692,0.8387837356634288,0.8231448665495384
M1_N16_dephase_z_iid_p_p0.01000_twirl,1,1,1,2,1,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N16_dephase_z_iid_p_p0.01000_twirl,2,1,1,2,3,dephase_z,iid_p,0.01,0.01,0.9949999999999996,0,True,0.9974874371859292,0.0025125628140703,0.9949875003156484,0.9949748743718592
M1_N16_dephase_z_iid_p_p0.01000_twirl,3,1,2,4,2,dephase_z,iid_p,0.01,0.01,0.9962062864570296,0,True,0.9980830555766772,0.0019169444233225,0.9961734605051992,0.9961661111533548
M1_N16_dephase_z_iid_p_p0.01000_twirl,4,1,1,2,5,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N16_dephase_z_iid_p_p0.01000_twirl,5,1,1,2,7,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N16_dephase_z_iid_p_p0.01000_twirl,6,1,2,4,6,dephase_z,iid_p,0.01,0.01,0.9949255201487144,0,True,0.9974236714990692,0.0025763285009307,0.9948606179352276,0.9948473429981384
M1_N16_dephase_z_iid_p_p0.01000_twirl,7,1,3,8,4,dephase_z,iid_p,0.01,0.01,0.9977583022164254,0,True,0.9988716830841308,0.0011283169158689,0.9977459123663872,0.997743366168262
M1_N16_dephase_z_iid_p_p0.01000_twirl,8,1,1,2,9,dephase_z,iid_p,0.01,0.01,0.9999999999999996,0,True,0.9999999999999998,1.5700924586837752e-16,1.0,1.0
M1_N16_dephase_z_iid_p_p0.01000_twirl,9,1,1,2,11,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N16_dephase_z_iid_p_p0.01000_twirl,10,1,2,4,10,dephase_z,iid_p,0.01,0.01,0.997449752550247,0,True,0.9987216160797916,0.0012783839202084,0.997446500690478,0.997443232159583
M1_N16_dephase_z_iid_p_p0.01000_twirl,11,1,1,2,13,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N16_dephase_z_iid_p_p0.01000_twirl,12,1,1,2,15,dephase_z,iid_p,0.01,0.01,0.9900999999999996,0,True,0.9948995051004949,0.0051004948995049,0.9898510402974297,0.9897990102009898
M1_N16_dephase_z_iid_p_p0.01000_twirl,13,1,2,4,14,dephase_z,iid_p,0.01,0.01,0.9949255201487144,0,True,0.997423671499069,0.0025763285009306,0.9948606179352278,0.9948473429981384
M1_N16_dephase_z_iid_p_p0.01000_twirl,14,1,3,8,12,dephase_z,iid_p,0.01,0.01,0.9980759373263588,0,True,0.9990328142001546,0.000967185799845,0.9980674992970524,0.9980656284003095
M1_N16_dephase_z_iid_p_p0.01000_twirl,15,1,4,16,8,dephase_z,iid_p,0.01,0.01,0.9989533399342412,0,True,0.9994750292090592,0.0005249707909403,0.9989506096067816,0.998950058418119
M1_N16_dephase_z_iid_p_p0.10000_twirl,1,1,1,2,1,dephase_z,iid_p,0.1,0.1,0.9099999999999993,0,True,0.9395604395604396,0.0604395604395602,0.8864267600531338,0.8791208791208792
M1_N16_dephase_z_iid_p_p0.10000_twirl,2,1,1,2,3,dephase_z,iid_p,0.1,0.1,0.9499999999999992,0,True,0.9736842105263156,0.026315789473684,0.9487534626038782,0.9473684210526316
M1_N16_dephase_z_iid_p_p0.10000_twirl,3,1,2,4,2,dephase_z,iid_p,0.1,0.1,0.9582128397917868,0,True,0.9765353855439866,0.0234646144560131,0.9541719473511122,0.9530707710879734
M1_N16_dephase_z_iid_p_p0.10000_twirl,4,1,1,2,5,dephase_z,iid_p,0.1,0.1,0.9099999999999993,0,True,0.9395604395604396,0.0604395604395602,0.8864267600531338,0.8791208791208792
M1_N16_dephase_z_iid_p_p0.10000_twirl,5,1,1,2,7,dephase_z,iid_p,0.1,0.1,0.9099999999999993,0,True,0.9395604395604396,0.0604395604395602,0.8864267600531337,0.8791208791208792
M1_N16_dephase_z_iid_p_p0.10000_twirl,6,1,2,4,6,dephase_z,iid_p,0.1,0.1,0.9432133800265664,0,True,0.9660243894632394,0.0339756105367601,0.9343574631491708,0.9320487789264796
M1_N16_dephase_z_iid_p_p0.10000_twirl,7,1,3,8,4,dephase_z,iid_p,0.1,0.1,0.9720771121057656,0,True,0.9848173891088754,0.0151826108911243,0.9700958015646935,0.9696347782177512
